text,text_clean,rating,sentiment
"Mantulllllllll, packing ok bonus tas mantep
Klo aja wakai diskon gini terus bisa koleksi saia",mantulllllllll packing ok bonus tas mantep klo aja wakai diskon gini terus bisa koleksi saia,5,Positive
Sip memuaskan jangan kapok kasih diskon,sip memuaskan jangan kapok kasih diskon,5,Positive
Mantap!! Sepatunya enak dipake,mantap sepatunya enak dipake,5,Positive
Kegedeaan tp kualitas bagus ko,kegedeaan tp kualitas bagus ko,4,Positive
"Baguuss sepatunya, suka banget",baguuss sepatunya suka banget,5,Positive
"Ori barangnya, ukuran juga pas.. okelah overall",ori barangnya ukuran juga pas okelah overall,4,Positive
"mantaplah mulus, suka. thanks gan",mantaplah mulus suka thanks gan,5,Positive
Sudah sampaii.... Makasih.....,sudah sampaii makasih,5,Positive
Produk sesuai dgn deskripsi....trimakasih yaaa,produk sesuai dgn deskripsi trimakasih yaaa,5,Positive
"Produk bagus,terima kasih",produk bagus terima kasih,5,Positive
Bagus! sesuai deskripsi.(/◕ヮ◕)/,bagus sesuai deskripsi,5,Positive
"Produk sampai dengan selamat, dapat goodybag besar juga, semoga awet, respon seller juga cepat",produk sampai dengan selamat dapat goodybag besar juga semoga awet respon seller juga cepat,5,Positive
Mantap!! Sepatunya enak dipake,mantap sepatunya enak dipake,5,Positive
Keren sesuai pesenan... Ori wakai... Thanks,keren sesuai pesenan ori wakai thanks,5,Positive
"Berang ok, sesuai pesanan thanks.",berang ok sesuai pesanan thanks,4,Positive
"Alhamdulillah akhirnya sampai juga, mutu bagus, semoga awet.",alhamdulillah akhirnya sampai juga mutu bagus semoga awet,5,Positive
"Produk sesuai gambar, pengiriman cepat. Barang original, sesuai pesanan untuk warna dan ukuran",produk sesuai gambar pengiriman cepat barang original sesuai pesanan untuk warna dan ukuran,5,Positive
Biar bintang berbicara,biar bintang berbicara,5,Positive
Terbaiks!!!! Thx Wakaii official,terbaiks thx wakaii official,5,Positive
Barang sesuai dengan gambar,barang sesuai dengan gambar,5,Positive
Trimakasih.. Barang bagus &amp; pas ukurannya,trimakasih barang bagus amp pas ukurannya,5,Positive
"Barang di terima dengan baik, recommended seller",barang di terima dengan baik recommended seller,5,Positive
"Nyaman dipakai, pengiriman cepat, dapat tas nya juga",nyaman dipakai pengiriman cepat dapat tas nya juga,5,Positive
Produk bagus. Recommended.,produk bagus recommended,5,Positive
"Kelihatannya barang sudah lama di gudang, kondisi kain nya sudah kurang bagus. Tapi diskonnya bagus, jadi OK lah.",kelihatannya barang sudah lama di gudang kondisi kain nya sudah kurang bagus tapi diskonnya bagus jadi ok lah,4,Positive
"Barangnya Bagus, dikaki juga pas. 
Pengiriman barang juga cepat. 
Thank You ya Gan..",barangnya bagus dikaki juga pas pengiriman barang juga cepat thank you ya gan,5,Positive
Brg sdh diterima dgn baik. Tq,brg sdh diterima dgn baik tq,5,Positive
Mantap sesuai gambar memang wakai asli,mantap sesuai gambar memang wakai asli,4,Positive
Menggunakan 1 box tanpa plastik atau bubble warp warna,menggunakan box tanpa plastik atau bubble warp warna,4,Positive
diskon 50%...gk ribet mesti ke store fisiknya...dah gitu responnya cepat walaupun lagi libur kejepit dan natalan..barangnya??dah pasti original lah...yg jualan offficial store..plus bonus goodie bag,diskon gk ribet mesti ke store fisiknya dah gitu responnya cepat walaupun lagi libur kejepit dan natalan barangnya dah pasti original lah yg jualan offficial store plus bonus goodie bag,5,Positive
"Packing rapi, estimasi pengiriman tepat sesuai harinya.
Recommended store.",packing rapi estimasi pengiriman tepat sesuai harinya recommended store,5,Positive
"Sayang cuma full di bintang 5, kalo bisa sampe Bintang 7 gua kasih deh.. thx Wakai",sayang cuma full di bintang kalo bisa sampe bintang gua kasih deh thx wakai,5,Positive
"Pengiriman cepat,respon penjual cepat👍",pengiriman cepat respon penjual cepat,5,Positive
Mantap original asli wakai.....packing rapi....mantap,mantap original asli wakai packing rapi mantap,5,Positive
"sesuai gambar, dikirim dalam kemasan kotak jd aman sepatunya. recommended OS!",sesuai gambar dikirim dalam kemasan kotak jd aman sepatunya recommended os,5,Positive
Nais banget!!! Dapet wakai dengan harga diskon. Thanks tokped,nais banget dapet wakai dengan harga diskon thanks tokped,5,Positive
Baguusss... warna navy nya recommended,baguusss warna navy nya recommended,5,Positive
"Barang sudah sampai.. bagus,ga ada cacat,packing rapi,estimasi juga sesuai. Next order.",barang sudah sampai bagus ga ada cacat packing rapi estimasi juga sesuai next order,5,Positive
fast respon banget mantap,fast respon banget mantap,5,Positive
"Barang asli, lbh bagus dr pd beli di store lgs",barang asli lbh bagus dr pd beli di store lgs,5,Positive
Barang nya baguss.. sukaa,barang nya baguss sukaa,5,Positive
Fast respon good quality,fast respon good quality,5,Positive
"lumayan, terima kasih...",lumayan terima kasih,3,Neutral
"Bagus. Pengeriman cepat banget. Kurang packing aja rada&#34; kurang meyakinkan, tpi brang ttp ori",bagus pengeriman cepat banget kurang packing aja rada kurang meyakinkan tpi brang ttp ori,5,Positive
"Sesuai semuanyaaa, top markotop^^",sesuai semuanyaaa top markotop,5,Positive
Kualitas ok dan banyak bonusnya.. Thanks Wakai Official Store..,kualitas ok dan banyak bonusnya thanks wakai official store,5,Positive
"bagus, suka...........",bagus suka,5,Positive
"Ini pembelian kedua,puas akan produknya",ini pembelian kedua puas akan produknya,5,Positive
"Gooddd selleeerr, sesuai gambar",gooddd selleeerr sesuai gambar,5,Positive
"Barang yang di jual sesuai, chat responsif, packing rapi, i like it",barang yang di jual sesuai chat responsif packing rapi i like it,5,Positive
puaasssss 🔥🔥🔥🔥🔥🔥,puaasssss,5,Positive
fast respon seller tercepat terpercaya dan terbaik.. good product and good quality,fast respon seller tercepat terpercaya dan terbaik good product and good quality,5,Positive
Produk sesuai dengan gambar dan deskripsi keren 👍,produk sesuai dengan gambar dan deskripsi keren,5,Positive
"lumayan, terima kasih...",lumayan terima kasih,3,Neutral
Sesuai pesanan dan original,sesuai pesanan dan original,5,Positive
Pengiriman cepat Sepatunya bagus dpt tas pula sy jg beli dari olshop sebelah belum sampai padahal lebih dulu transaksi.........,pengiriman cepat sepatunya bagus dpt tas pula sy jg beli dari olshop sebelah belum sampai padahal lebih dulu transaksi,5,Positive
"Respon dan pengiriman cepat, yg pasti produknya bagus2 dan berkualitas, thanks wakai :)",respon dan pengiriman cepat yg pasti produknya bagus dan berkualitas thanks wakai,5,Positive
"mantap la, warna ungu kek janda",mantap la warna ungu kek janda,5,Positive
Produk sesuai dan memuaskan,produk sesuai dan memuaskan,5,Positive
Yg ini jelek...kurang bagusssssssssssssssssss,yg ini jelek kurang bagusssssssssssssssssss,3,Neutral
"Barang original,. Harga terbaik,. Trims.",barang original harga terbaik trims,5,Positive
original..... penjual ramah.. pengiriman cepat..,original penjual ramah pengiriman cepat,5,Positive
Pengiriman cepat. Produk oke.,pengiriman cepat produk oke,4,Positive
Mulussss.... Dan original...,mulussss dan original,5,Positive
Bagus sesuai...proses agak lama,bagus sesuai proses agak lama,4,Positive
Kualitas OK...harga Ok...thx,kualitas ok harga ok thx,5,Positive
"Barang sesuai psanan ukr dan deskripsi..makasi,",barang sesuai psanan ukr dan deskripsi makasi,5,Positive
"Barang bagus, pengiriman dan konfirmasi cepat. Thanks a lot",barang bagus pengiriman dan konfirmasi cepat thanks a lot,5,Positive
Pembelian kedua! Top responnya cepat dan pengiriman kilat! Thx,pembelian kedua top responnya cepat dan pengiriman kilat thx,5,Positive
Keren bgt!!! Proses cepat dan QC mantap! Perfect! Tux,keren bgt proses cepat dan qc mantap perfect tux,5,Positive
Padahal udah tulis di keterangan tentang size yang dipesan tapi dikirimnya size yang beda dan saat mau di tukar ribet banget 😒 kapok,padahal udah tulis di keterangan tentang size yang dipesan tapi dikirimnya size yang beda dan saat mau di tukar ribet banget kapok,1,Negative
Kualitas TOP. Barang original. Cuma kegedean. Saya yg tinggi 165 berat 60 aja kegedean banget untuk ukuran M nya. Baiknya pesan ukuran S kmarin. Saya yg salah order ukuran. Ga ngira2. Kirain ukuran M normal. 😅😌,kualitas top barang original cuma kegedean saya yg tinggi berat aja kegedean banget untuk ukuran m nya baiknya pesan ukuran s kmarin saya yg salah order ukuran ga ngira kirain ukuran m normal,5,Positive
Keren.. Bagus.. Sesuai dengan yang diharapkan,keren bagus sesuai dengan yang diharapkan,5,Positive
Kerenn.. Bagus..bakal mau lagi..,kerenn bagus bakal mau lagi,5,Positive
Mantap banget banget banget,mantap banget banget banget,5,Positive
"Bahan agak tipis kesan vintage..
Mudah^n gak cepet luntur sesuai dengan kualitas nya",bahan agak tipis kesan vintage mudah n gak cepet luntur sesuai dengan kualitas nya,4,Positive
Bagus bgt..barang original dan dpt harga murah..makasih wakai,bagus bgt barang original dan dpt harga murah makasih wakai,5,Positive
Kualitas produk sangat sangat memuaskan.,kualitas produk sangat sangat memuaskan,5,Positive
Barang bagus... tapi ukurannya lumayan besar yah... padahal size s,barang bagus tapi ukurannya lumayan besar yah padahal size s,5,Positive
"Bagus bahannya adem,sizenya pas,untung baca2 komen yg lain,tx wakai....",bagus bahannya adem sizenya pas untung baca komen yg lain tx wakai,5,Positive
Jaket ny tebal bagus ..... terimakasih,jaket ny tebal bagus terimakasih,5,Positive
"Untung baca komen wkwkw 
Nih gw tinggi 1.7 bb 68kg pake ukuran S masih agak longgar di dada . Buat yg spesifikasinya di bawah gw jgn coba2 hehehe sekedar membantu 
Terimakasih semoga sukses :)",untung baca komen wkwkw nih gw tinggi bb kg pake ukuran s masih agak longgar di dada buat yg spesifikasinya di bawah gw jgn coba hehehe sekedar membantu terimakasih semoga sukses,5,Positive
"pake merk luar rata2 ukurannya L, disini pake L UKURAN UDAH KAYA UKURAN MANUSIA PURBA, GEDE GEDE BANGET",pake merk luar rata ukurannya l disini pake l ukuran udah kaya ukuran manusia purba gede gede banget,3,Neutral
"Pengiriman cepat,Produk original tapi sayang kebesaran padahal size S,tapi Besar.",pengiriman cepat produk original tapi sayang kebesaran padahal size s tapi besar,4,Positive
"Seller responsive, proses cepat, packaging rapih. Barang Cakepp. Recommended 👍",seller responsive proses cepat packaging rapih barang cakepp recommended,5,Positive
Barang bagus sesuai pesanan,barang bagus sesuai pesanan,5,Positive
"Barang sesuai dengan pesanan, dapet bonus juga :D",barang sesuai dengan pesanan dapet bonus juga d,5,Positive
Fast respon dari pihak storenya.dan pengiriman juga cepat.tapi sayang gak bisa di tuker kalo ukuran salah,fast respon dari pihak storenya dan pengiriman juga cepat tapi sayang gak bisa di tuker kalo ukuran salah,5,Positive
Barang sampai dengan selamat dan memuaskan !!,barang sampai dengan selamat dan memuaskan,5,Positive
cepat sampai barang sesuai deskripsi,cepat sampai barang sesuai deskripsi,5,Positive
Bagus..bukan skali ini blanja disini.. Bakal lagi.. Dan lagi..,bagus bukan skali ini blanja disini bakal lagi dan lagi,5,Positive
"Produk asli sesuai dg deskripsi, packing sangat rapi n sampai cepat dan tepat waktu... Thanks ya 😉",produk asli sesuai dg deskripsi packing sangat rapi n sampai cepat dan tepat waktu thanks ya,5,Positive
Sudah beli ke 4 kalinya di Wakai official....Saya senang produknya di paketkan dengan rapih dan tidak ada cacat plus slalu ada bonusnya.. recommended!,sudah beli ke kalinya di wakai official saya senang produknya di paketkan dengan rapih dan tidak ada cacat plus slalu ada bonusnya recommended,5,Positive
Barang bagus..seller respon sgt baik,barang bagus seller respon sgt baik,5,Positive
Mantap dan memuaskan sekali,mantap dan memuaskan sekali,5,Positive
Luar biasa baguss khas wakai,luar biasa baguss khas wakai,5,Positive
Packing rapi dan sangat baik,packing rapi dan sangat baik,5,Positive
Bagus.. Pembelian ke sekian kali.. Semoga ada diskon teruss yaa.. Makasi wakai OS,bagus pembelian ke sekian kali semoga ada diskon teruss yaa makasi wakai os,5,Positive
"Produk bagus, hanya saja pada bagian depan sepatunya sedikit kotor. Mungkin sudah terlalu lama di gudang",produk bagus hanya saja pada bagian depan sepatunya sedikit kotor mungkin sudah terlalu lama di gudang,4,Positive
Terimakasihhhh 👍👍👍👍👍,terimakasihhhh,5,Positive
Makasih kak. Barang udah sampe. Succes selalu yah,makasih kak barang udah sampe succes selalu yah,5,Positive
pembelian kedua dari toko ini,pembelian kedua dari toko ini,5,Positive
"Cepet sampai, barangnya bagus, sukaaa. Sayang ga dapet box wakai nya :(",cepet sampai barangnya bagus sukaaa sayang ga dapet box wakai nya,5,Positive
Produk sesuai gambar. Original wakai. Pengiriman juga cepat. Tp ternyata sepatu nya keras ya. Pdhl udh ngambil 1 nomor diatas nomor sepatu sy. Sayang bgt 😣,produk sesuai gambar original wakai pengiriman juga cepat tp ternyata sepatu nya keras ya pdhl udh ngambil nomor diatas nomor sepatu sy sayang bgt,4,Positive
..........terima kasih.......,terima kasih,5,Positive
respon cepat.. saya suka saya suka..,respon cepat saya suka saya suka,5,Positive
"Kualitas produk original walaupun box bukan menggunakan box wakai..
Kecepatan pengiriman baik, respon penjual cepat membalas
Recomended seller",kualitas produk original walaupun box bukan menggunakan box wakai kecepatan pengiriman baik respon penjual cepat membalas recomended seller,4,Positive
"So pretty, i love itttttt",so pretty i love itttttt,5,Positive
Terimakasihhhh 👍👍👍👍👍,terimakasihhhh,5,Positive
"Nicee..
Bagus banget barangnya, warna nya unik hehehe",nicee bagus banget barangnya warna nya unik hehehe,5,Positive
Bagus barangnya dan cepat pengirimannya,bagus barangnya dan cepat pengirimannya,5,Positive
Bagus sepatunya Makasih,bagus sepatunya makasih,5,Positive
Bahan sepatu kaku kalau di pakai bikin kaki lecet,bahan sepatu kaku kalau di pakai bikin kaki lecet,2,Negative
I like it and so comfortable for daily use,i like it and so comfortable for daily use,5,Positive
Mantap..............,mantap,5,Positive
Kualitas produk sangat baik.harga lumayan murah.terimakasih,kualitas produk sangat baik harga lumayan murah terimakasih,5,Positive
"Cakep... Ukuran dan warna sesuai dengan pesanan..
Terima Kasih Kak",cakep ukuran dan warna sesuai dengan pesanan terima kasih kak,5,Positive
"Product sesuai gambar, ok, delivery on time, reseller ok",product sesuai gambar ok delivery on time reseller ok,5,Positive
..........terima kasih....,terima kasih,5,Positive
"Kualitas barang bagus, packaging aman. Respon penjual dan pengiriman cepat.",kualitas barang bagus packaging aman respon penjual dan pengiriman cepat,5,Positive
Keren sepatunyaa...cuma sehari sudah sampe...terimakasih wakai dan tokopedia...,keren sepatunyaa cuma sehari sudah sampe terimakasih wakai dan tokopedia,5,Positive
"Produk sesuai pict, kualitas bagus, packing ckup rapi walaupun hanya dg kardus tanpa bubble wrap",produk sesuai pict kualitas bagus packing ckup rapi walaupun hanya dg kardus tanpa bubble wrap,5,Positive
"ini pembelian ke 2 saya,,,barang ori..sudah pasti ..diskonnya lumayan,pengiriman cepat bgt..1 hari nympe..padahal free ongkir..trus dpt bonus goodybag",ini pembelian ke saya barang ori sudah pasti diskonnya lumayan pengiriman cepat bgt hari nympe padahal free ongkir trus dpt bonus goodybag,5,Positive
Terima kasih ⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️,terima kasih,5,Positive
Produk asli udh pasti ciaamik,produk asli udh pasti ciaamik,5,Positive
Barang sesuai...hanya saja proses dan pengiriman agak lama,barang sesuai hanya saja proses dan pengiriman agak lama,5,Positive
Terima kasih paket sudah sampai. Sesuai pesanan. Slow respon.,terima kasih paket sudah sampai sesuai pesanan slow respon,4,Positive
Syukkaaa sekaliiiiii sama produknya,syukkaaa sekaliiiiii sama produknya,5,Positive
"Kualitas selalu baik, model cantik dan nyaman dipakai",kualitas selalu baik model cantik dan nyaman dipakai,5,Positive
Very very good....terimakasih ya sis...,very very good terimakasih ya sis,5,Positive
...............terima kasih.............,terima kasih,5,Positive
.........terima kasih.......,terima kasih,5,Positive
Promonya selalu bikin seneng 😘😘😘,promonya selalu bikin seneng,5,Positive
Haloo kak apakah bisa tukar nomor sepatu ?,haloo kak apakah bisa tukar nomor sepatu,5,Positive
"Brg bagus, kirim cepat,service baik, complaint di tangani dgn cepat dan baik",brg bagus kirim cepat service baik complaint di tangani dgn cepat dan baik,5,Positive
"kiriman cepat, barang bagus, good job",kiriman cepat barang bagus good job,5,Positive
Emang ngga ada box nya ya?? Tapi over all puas banget barang aman g penyok karena di paketin pake kardus super besar..,emang ngga ada box nya ya tapi over all puas banget barang aman g penyok karena di paketin pake kardus super besar,5,Positive
Barang bagus. Tp koq yg satu agak longgar. Mungkin barang display kali ya,barang bagus tp koq yg satu agak longgar mungkin barang display kali ya,4,Positive
Sesuai deskripsi. terimakasih,sesuai deskripsi terimakasih,5,Positive
Terimakasihhhh....👍👍👍👍👍,terimakasihhhh,5,Positive
Terima kasih walau dibungkus tanpa tambahan ini itu tp tetap dikirim dan sampai tepat waktu. Mantap.,terima kasih walau dibungkus tanpa tambahan ini itu tp tetap dikirim dan sampai tepat waktu mantap,5,Positive
Seller ramah. Kemasan rapi. Barang bagus,seller ramah kemasan rapi barang bagus,5,Positive
Barang bagus sesuai dengan gambar pengiriman cepat,barang bagus sesuai dengan gambar pengiriman cepat,4,Positive
"sangat cpat,barang bagus sesuai deskripsi",sangat cpat barang bagus sesuai deskripsi,5,Positive
Terimakasihhhh...👍👍👍👍👍,terimakasihhhh,5,Positive
Warna sih tdk spt yg diharapkan. Mungkin salah milihnya. Semua sdh ok lah,warna sih tdk spt yg diharapkan mungkin salah milihnya semua sdh ok lah,4,Positive
memuaskan sesuai pesanan bahan halus original,memuaskan sesuai pesanan bahan halus original,5,Positive
"Okelah...,recomended seller coi...",okelah recomended seller coi,5,Positive
"Barang original sesuai deskripsi, respon cepat, rekomen reseller",barang original sesuai deskripsi respon cepat rekomen reseller,5,Positive
"Product sesuai deskripsi
Packing rapi dan aman
Very recommend",product sesuai deskripsi packing rapi dan aman very recommend,5,Positive
Tidak ada box wakai nyaaaaaaaaa,tidak ada box wakai nyaaaaaaaaa,4,Positive
Bagus banget sepatu wakai nya.. Recommended Seller ini.. Mantep.. Makasih ya Seller,bagus banget sepatu wakai nya recommended seller ini mantep makasih ya seller,5,Positive
"Barang sesuai dengan gambar, ok lah pokoknya",barang sesuai dengan gambar ok lah pokoknya,5,Positive
Pengiriman lumayan. Sepatunya sesuai deskripsi dan foto,pengiriman lumayan sepatunya sesuai deskripsi dan foto,5,Positive
Trimakasih paket sudah datang...sukses selalu ya,trimakasih paket sudah datang sukses selalu ya,5,Positive
Ukuran 40 nya agak kecil di kaki istri saya.,ukuran nya agak kecil di kaki istri saya,4,Positive
Produk bagus sesuai pic dan pesanan.  pengiriman cepat.,produk bagus sesuai pic dan pesanan pengiriman cepat,5,Positive
"Produk original, sesuai deskripsi, kondisi mulus dan bagus. Thanks.",produk original sesuai deskripsi kondisi mulus dan bagus thanks,5,Positive
"Sepatunya bagus, enak bgt dipakai, harga murah, packing rapi. Terima kasih ya",sepatunya bagus enak bgt dipakai harga murah packing rapi terima kasih ya,5,Positive
super sekali.. di mall gak ketemu size ini..,super sekali di mall gak ketemu size ini,5,Positive
"Kualitas produk baik, respon penjual baik",kualitas produk baik respon penjual baik,5,Positive
Barang sudah diterima. Terima Kasih.,barang sudah diterima terima kasih,4,Positive
"Produk sesuai, pengiriman cepat, packing baik",produk sesuai pengiriman cepat packing baik,5,Positive
"Pengiriman super cepat, hari ini bayar gak nyampe sehari paket langsung dikirim",pengiriman super cepat hari ini bayar gak nyampe sehari paket langsung dikirim,5,Positive
"Barang ori, nyampe cepet bgt. Mu pesen lagi",barang ori nyampe cepet bgt mu pesen lagi,5,Positive
Sudah sampai packaging rapi dan barang ok,sudah sampai packaging rapi dan barang ok,4,Positive
Barang sampai 2 hari setelah pemesanan. Kualitas premium,barang sampai hari setelah pemesanan kualitas premium,5,Positive
Goodquality but the Worst marketing managers without any mutual respect for cust,goodquality but the worst marketing managers without any mutual respect for cust,2,Negative
"Sepatu nya bagus, mantap, keren, tapi ternyata nomor 39 nya lebih besar dari ukuran sepatu2 lokal",sepatu nya bagus mantap keren tapi ternyata nomor nya lebih besar dari ukuran sepatu lokal,5,Positive
"Produk sdh diterima, original, nyaman dipakai.. 👍",produk sdh diterima original nyaman dipakai,5,Positive
Barang ori..enak banget dipakainya,barang ori enak banget dipakainya,5,Positive
"Produk ok, size 37 juga sesuai, sekarang sdg beli satu lagi ukuran 36 Warna navy. Thx wakai n tokopedia.",produk ok size juga sesuai sekarang sdg beli satu lagi ukuran warna navy thx wakai n tokopedia,5,Positive
"Brg yg diterima sesuai dgn deskripsi produk.
Kwalitas original mulus tanpa cacat ataupun reject.
Emang TOP deh sellernya.",brg yg diterima sesuai dgn deskripsi produk kwalitas original mulus tanpa cacat ataupun reject emang top deh sellernya,5,Positive
"pengiriman sesuai pesanan, packing rapi, terimakasih banyak gan...",pengiriman sesuai pesanan packing rapi terimakasih banyak gan,5,Positive
Mantappppppp mantap kalii sangat mantapp,mantappppppp mantap kalii sangat mantapp,5,Positive
"Produknya bagus, pengiriman cepat, packing rapih dgn bubble wrap. Thank u",produknya bagus pengiriman cepat packing rapih dgn bubble wrap thank u,5,Positive
Fast response. Comfy usage,fast response comfy usage,5,Positive
"Respon &amp; pengiriman cepat,  kualitas baik",respon amp pengiriman cepat kualitas baik,5,Positive
Bagus dan semoga awettt,bagus dan semoga awettt,4,Positive
Kualitas good...pas dipakainya....packing bagus -tq,kualitas good pas dipakainya packing bagus tq,5,Positive
Sepatunya bagus hny sempit sedikit krn baru pake.  Pengiriman brg jg cepat.  Tq y,sepatunya bagus hny sempit sedikit krn baru pake pengiriman brg jg cepat tq y,5,Positive
"2hari aja sampe, sesuai foto, size pas, kece lah....",hari aja sampe sesuai foto size pas kece lah,5,Positive
"Respon dr penjual sangat baik dan pengiriman cepat, barang sesuai dengan deskripsi",respon dr penjual sangat baik dan pengiriman cepat barang sesuai dengan deskripsi,5,Positive
Barang sesuai dengan pesanan dan pengiriman cepat,barang sesuai dengan pesanan dan pengiriman cepat,5,Positive
"Warna keren merahnya, ukuran juga sesuai",warna keren merahnya ukuran juga sesuai,5,Positive
"Sesuai dengan gambar, produk original",sesuai dengan gambar produk original,5,Positive
Kualitas tidak perlu diragukan lah yaa..harga nya itu loh fantastis!!! Makasi😁 sering2 sale yaa,kualitas tidak perlu diragukan lah yaa harga nya itu loh fantastis makasi sering sale yaa,5,Positive
"Harga murah , proses cepat , semoga tahan lama , recommended seller",harga murah proses cepat semoga tahan lama recommended seller,5,Positive
Puas bgt.. Terimakasiiihhh,puas bgt terimakasiiihhh,5,Positive
Produk dipaketkan dgn rapi dan sampai dgn baik. Produk ok dan ukuran benar sesuai. Mengapa bisa ada COMMENT ukuran kebesaran atau kekecilan. Ini pembelian ke 2 saya. Mantul Wakai dan thx tokopedia. Ditunggu promo berikutnya.,produk dipaketkan dgn rapi dan sampai dgn baik produk ok dan ukuran benar sesuai mengapa bisa ada comment ukuran kebesaran atau kekecilan ini pembelian ke saya mantul wakai dan thx tokopedia ditunggu promo berikutnya,5,Positive
Sesuai yg dipajang .. makasih,sesuai yg dipajang makasih,5,Positive
"Barang sesuai deskripsi, sangat ringan, enak dipakai",barang sesuai deskripsi sangat ringan enak dipakai,4,Positive
Terbaiks!!! Thx Wakai official,terbaiks thx wakai official,5,Positive
Pelayanan cepat mantap,pelayanan cepat mantap,5,Positive
Pelayanan cepat dan oke....packing kurang aman sih..,pelayanan cepat dan oke packing kurang aman sih,5,Positive
Produk OK. Packing sipp....,produk ok packing sipp,5,Positive
"Produk oke,pengiriman cepat,respon toko sgt cepat",produk oke pengiriman cepat respon toko sgt cepat,5,Positive
Produk ok dan packagingnya pun rapi. Terima kasih,produk ok dan packagingnya pun rapi terima kasih,5,Positive
bagus..... sesuai pesanan,bagus sesuai pesanan,5,Positive
"Bagus sepatunya, pengiriman cepat dan barang sesuai gambar",bagus sepatunya pengiriman cepat dan barang sesuai gambar,5,Positive
"Sesuai dengan gambar, pengiriman cepat bingit",sesuai dengan gambar pengiriman cepat bingit,5,Positive
Produk asli...enak dipakai...sesuai dng deskripsi. Pelayanan juga cepat. Trimakasih yaaa,produk asli enak dipakai sesuai dng deskripsi pelayanan juga cepat trimakasih yaaa,5,Positive
"Barang sdh smp ya, sesuai yg sy pesan, paket rapi, mudah2an awet sepatunya",barang sdh smp ya sesuai yg sy pesan paket rapi mudah an awet sepatunya,4,Positive
Produk sesuai dgn deskripsi.,produk sesuai dgn deskripsi,5,Positive
"Bagus n nyaman,, suka ^.^",bagus n nyaman suka,5,Positive
"Pengiriman cepatt, respon penjual baik, barang sesuai....",pengiriman cepatt respon penjual baik barang sesuai,5,Positive
Barang nya bagus dan indah,barang nya bagus dan indah,5,Positive
Ukuran dan warna sesuai dgn foto dan deskripsi produk yg dijual. Produk dipaketkan dgn rapi tidak ada cacat. Recommended !,ukuran dan warna sesuai dgn foto dan deskripsi produk yg dijual produk dipaketkan dgn rapi tidak ada cacat recommended,5,Positive
So far so good ... ... ...,so far so good,5,Positive
Terima kasih barang sesuai gmbar &amp; bagus. Pengiriman cepat &amp; baik.,terima kasih barang sesuai gmbar amp bagus pengiriman cepat amp baik,5,Positive
Keren. Sering sering ngadain promo :-),keren sering sering ngadain promo,5,Positive
Produk yg dikirim sesuai pesanan dengan kondisi yang sangat baik. Pengiriman juga sangat cepat. Terima kasih.,produk yg dikirim sesuai pesanan dengan kondisi yang sangat baik pengiriman juga sangat cepat terima kasih,5,Positive
Good product with good price,good product with good price,5,Positive
"Kesekian kalinya, selalu puas belanja disini",kesekian kalinya selalu puas belanja disini,5,Positive
Terima kasih sudah sampai,terima kasih sudah sampai,5,Positive
barang sesuai pesanan dan di terima dengan baik tq,barang sesuai pesanan dan di terima dengan baik tq,4,Positive
Ok good ... ... ... ... ... ... ... ... ...,ok good,5,Positive
Good ... ... ... ... ... ... ... ... ...,good,5,Positive
"makasih promonya, quality ga usah ditanya namanya ori ya pasti bagus :D",makasih promonya quality ga usah ditanya namanya ori ya pasti bagus d,5,Positive
Barangny sesuai... Manteeeeeep,barangny sesuai manteeeeeep,4,Positive
Barang bagus kualitas oke 👍🏻,barang bagus kualitas oke,5,Positive
Barangnya nyampe cepet banget huhuhhu. Dan ori huhuhu,barangnya nyampe cepet banget huhuhhu dan ori huhuhu,5,Positive
"Sepatunya original wakai, warnanya jg oke. Daper harga diskon yang murah banget. Thanks yaaa 😘",sepatunya original wakai warnanya jg oke daper harga diskon yang murah banget thanks yaaa,5,Positive
"Ini kali kedua saya beli product diskonan di wakai official store, seperti sebelum nya,,, saya puas. Respon seller cepat, pengiriman cepat, barang original dan sesuai dengan deskripsi. Sering2 deh majang barang diskonan yaaa, saya akan beli terus kalo suka. Thanks wakai, thanks tokped.",ini kali kedua saya beli product diskonan di wakai official store seperti sebelum nya saya puas respon seller cepat pengiriman cepat barang original dan sesuai dengan deskripsi sering deh majang barang diskonan yaaa saya akan beli terus kalo suka thanks wakai thanks tokped,5,Positive
Mantap memang beli di official store.... barang aseli dan tidak ngecewakan....,mantap memang beli di official store barang aseli dan tidak ngecewakan,5,Positive
Brg sdh diterima dgn baik. Tq,brg sdh diterima dgn baik tq,5,Positive
Puas banget ...  sesuai thread dan original tentunya,puas banget sesuai thread dan original tentunya,5,Positive
Sesuai pesanan dan overall good banget dah :),sesuai pesanan dan overall good banget dah,5,Positive
Pas ukurannya dan ori nyaman,pas ukurannya dan ori nyaman,4,Positive
"Selalu puas belanja disini,produk ori,packing rapi",selalu puas belanja disini produk ori packing rapi,5,Positive
Murag meriah ori..pengiriman Official tercepattt kynya.... Tq,murag meriah ori pengiriman official tercepattt kynya tq,5,Positive
"Produk bagus, barang ori",produk bagus barang ori,5,Positive
"Admin kerja produktif 👍🏻 proses cepat, produk sesuai keterangan dan dipacking rapi kokoh. Makasih ya.. souvenirnya",admin kerja produktif proses cepat produk sesuai keterangan dan dipacking rapi kokoh makasih ya souvenirnya,5,Positive
